n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID,ocid
507,ZEC2AD0B6C,IT-CF-00355870221,Comune di Trento,366.0,366.0,Pubblicazione su Il Giornale aggiudicazione gestione e manutenzione impianti antincendio e antintrusione,23-AFFIDAMENTO DIRETTO,2019-12-03T09:30:00Z,2019-12-03T09:30:00Z,idm10216,ocds-xxxxxx-ZEC2AD0B6C
508,ZD92AF2E4E,IT-CF-00355870221,Comune di Trento,367.0,352.3,"Servizio di ritiro, trasporto e smaltimento apparecchiature RAEE non pericolose CER 16.02.14 e 16.06.05",08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-12-10T09:30:00Z,2020-01-17T09:30:00Z,idm10242,ocds-xxxxxx-ZD92AF2E4E
509,ZE122CA62A,IT-CF-00355870221,Comune di Trento,370.0,370.0,Campionamento ed analisi chimiche terre e rocce da scavo - ex mensa S.Chiara,23-AFFIDAMENTO DIRETTO,2018-03-15T09:30:00Z,2018-04-30T09:30:00Z,idm10268,ocds-xxxxxx-ZE122CA62A
510,ZCA28F17D1,IT-CF-00355870221,Comune di Trento,372.75,372.75,BIGLIETTO TRENO PER TRASFERTA AMMINISTRATORI,23-AFFIDAMENTO DIRETTO,2019-06-21T09:30:00Z,2019-06-27T09:30:00Z,idm10285,ocds-xxxxxx-ZCA28F17D1
511,IDM10305,IT-CF-00355870221,Comune di Trento,377.0,377.0,Notifica atti giudiziari,23-AFFIDAMENTO DIRETTO,2019-01-10T09:30:00Z,2019-01-10T09:30:00Z,idm10305,ocds-xxxxxx-IDM10305
512,ZF52816D54,IT-CF-00355870221,Comune di Trento,380.0,0.0,Meano - Prestazione di service audio presso il Teatro di Meano - Alice nel paese delle meraviglie,23-AFFIDAMENTO DIRETTO,2019-05-11T09:30:00Z,2019-05-11T09:30:00Z,idm10325,ocds-xxxxxx-ZF52816D54
513,Z7F26E3EB6,IT-CF-00355870221,Comune di Trento,380.0,380.0,QUOTA ISCRIZIONE CORSO LA TRANSIZIONE DIGITALE,23-AFFIDAMENTO DIRETTO,2019-01-31T09:30:00Z,2019-01-31T09:30:00Z,idm10345,ocds-xxxxxx-Z7F26E3EB6
514,Z1E28E6904,IT-CF-00355870221,Comune di Trento,385.0,385.0,QUOTA ISCRIZIONE CORSO IL SERVIZIO DI ECONOMATO E LA RESA DEL CONTO GIUDIZIALE,23-AFFIDAMENTO DIRETTO,2019-06-21T09:30:00Z,2019-06-21T09:30:00Z,idm10365,ocds-xxxxxx-Z1E28E6904
515,Z0528DD41C,IT-CF-00355870221,Comune di Trento,385.0,385.0,QUOTA ISCRIZIONE VIDEOSEMINARIO ALIENAZIONE E ACQUISIZIONE DEL PATRIMONIO IMMOBILIARE PUBBLICO,23-AFFIDAMENTO DIRETTO,2019-07-03T09:30:00Z,2019-07-03T09:30:00Z,idm10385,ocds-xxxxxx-Z0528DD41C
516,ZB92A877BE,IT-CF-00355870221,Comune di Trento,387.09,387.09,"ACQUISTO MATERIALE PER INIZIATIVA ""MARCIA DELLE LANTERNE"" DELLA CIRC. GARDOLO",23-AFFIDAMENTO DIRETTO,2019-11-18T09:30:00Z,2019-11-18T09:30:00Z,idm10405,ocds-xxxxxx-ZB92A877BE
517,ZE62757734,IT-CF-00355870221,Comune di Trento,389.43,389.43,ACQUISTO PUBBLICAZIONI PER OMAGGIO,23-AFFIDAMENTO DIRETTO,2019-02-27T09:30:00Z,2019-03-01T09:30:00Z,idm10425,ocds-xxxxxx-ZE62757734
518,Z062A4720C,IT-CF-00355870221,Comune di Trento,390.0,390.0,Fornitura n. 2 casseforti da armadio con fori di fissaggio,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-10-24T09:30:00Z,2019-12-23T09:30:00Z,idm10445,ocds-xxxxxx-Z062A4720C
519,Z9F2AD4907,IT-CF-00355870221,Comune di Trento,390.0,390.0,Suoni di Quartiere. stampa 4/0 doppia numerazione carta uso mano biglietti confezionati da 25,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-11-28T09:30:00Z,2019-12-31T09:30:00Z,idm10483,ocds-xxxxxx-Z9F2AD4907
520,IDM10503,IT-CF-00355870221,Comune di Trento,390.0,390.0,Notifica atti giudiziari,23-AFFIDAMENTO DIRETTO,2019-01-07T09:30:00Z,2019-01-07T09:30:00Z,idm10503,ocds-xxxxxx-IDM10503
521,Z2E2837E17,IT-CF-00355870221,Comune di Trento,390.4,390.4,Pubblicazione su Il Sole 24 Ore avviso di aggiudicazione fornitura corone e cuscini di fiori 2019-2024,23-AFFIDAMENTO DIRETTO,2019-05-07T09:30:00Z,2019-05-07T09:30:00Z,idm10523,ocds-xxxxxx-Z2E2837E17
522,ZF0286F8AE,IT-CF-00355870221,Comune di Trento,390.4,390.4,Pubblicazione su Il Sole 24 Ore avviso di aggiudicazione nuova sede uffici tecnici comunali,23-AFFIDAMENTO DIRETTO,2019-05-20T09:30:00Z,2019-05-20T09:30:00Z,idm10546,ocds-xxxxxx-ZF0286F8AE
523,Z4D2A7A24E,IT-CF-00355870221,Comune di Trento,393.44,393.44,CORSO ALZHEIMER E ALTRE DEMENZE,23-AFFIDAMENTO DIRETTO,2019-11-08T09:30:00Z,2019-11-09T09:30:00Z,idm10572,ocds-xxxxxx-Z4D2A7A24E
524,Z312977324,IT-CF-00355870221,Comune di Trento,396.0,396.0,Rinnovo abbonamento al portale Leggi d'Italia In Pratica GDPR,23-AFFIDAMENTO DIRETTO,2019-08-09T09:30:00Z,2019-10-18T09:30:00Z,idm10592,ocds-xxxxxx-Z312977324
525,Z512965891,IT-CF-00355870221,Comune di Trento,400.0,400.0,CORSO BIM 1; PROJECT MANAGEMENT.,23-AFFIDAMENTO DIRETTO,2019-08-29T09:30:00Z,2019-09-14T09:30:00Z,idm10612,ocds-xxxxxx-Z512965891
526,ZA62A05AE4,IT-CF-00355870221,Comune di Trento,400.0,0.0,Opera 141919 - Lavori da cartongessista,23-AFFIDAMENTO DIRETTO,2019-11-07T09:30:00Z,,idm10632,ocds-xxxxxx-ZA62A05AE4
527,Z7127F8BA3,IT-CF-00355870221,Comune di Trento,400.0,400.0,SERVICE AUDIO PER FESTA DELLA POLIZIA MUNICIPALE - 17.04.2019,23-AFFIDAMENTO DIRETTO,2019-04-09T09:30:00Z,2019-04-17T09:30:00Z,idm10645,ocds-xxxxxx-Z7127F8BA3
528,Z77284B7E8,IT-CF-00355870221,Comune di Trento,400.0,400.0,STAMPA PIEGHEVOLI PER XXI EDIZIONE TROFEO CITTA' DI TRENTO GRUPPO ANA - 26.05,23-AFFIDAMENTO DIRETTO,2019-05-07T09:30:00Z,2019-05-26T09:30:00Z,idm10665,ocds-xxxxxx-Z77284B7E8
529,Z8F2AD08E8,IT-CF-00355870221,Comune di Trento,400.0,38.0,Affidamento diretto per la fornitura di articoli per premiazioni,23-AFFIDAMENTO DIRETTO,2019-11-28T09:30:00Z,,idm10685,ocds-xxxxxx-Z8F2AD08E8
530,IDM10704,IT-CF-00355870221,Comune di Trento,400.0,400.0,Servizio di assistenza sanitaria per manifestazione Stra.bene del 27 maggio 2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-05-27T09:30:00Z,2019-05-27T09:30:00Z,idm10704,ocds-xxxxxx-IDM10704
531,ZE72ADF65E,IT-CF-00355870221,Comune di Trento,400.0,400.0,Circ. 6 Argentario - Acquisto generi vari per iniziativa Natale a Casa Serena. 13.12.2019,23-AFFIDAMENTO DIRETTO,2019-11-28T09:30:00Z,2019-12-13T09:30:00Z,idm10724,ocds-xxxxxx-ZE72ADF65E
532,ZE12A6FF3D,IT-CF-00355870221,Comune di Trento,400.0,400.0,CORSO COME ELABORARE IL PEF,23-AFFIDAMENTO DIRETTO,2019-11-05T09:30:00Z,2019-11-05T09:30:00Z,idm10744,ocds-xxxxxx-ZE12A6FF3D
533,Z4B2A7E56B,IT-CF-00355870221,Comune di Trento,400.0,400.0,incarico per distribuzione giornalino Mattarello-Valsorda,23-AFFIDAMENTO DIRETTO,2019-11-05T09:30:00Z,2020-02-05T09:30:00Z,idm10764,ocds-xxxxxx-Z4B2A7E56B
534,Z832AB4B7B,IT-CF-00355870221,Comune di Trento,400.0,400.0,Circ. 6 Argentario - Incarico organizzazione iniziativa Evento contro la violenza sulle donne.,23-AFFIDAMENTO DIRETTO,2019-11-19T09:30:00Z,2019-12-01T09:30:00Z,idm10784,ocds-xxxxxx-Z832AB4B7B
535,Z972761651,IT-CF-00355870221,Comune di Trento,400.0,400.0,"Circoscrizione S. Giuseppe S. Chiara - Incarico organizzazione evento ""Festa della donna""",23-AFFIDAMENTO DIRETTO,2019-03-08T09:30:00Z,2019-03-08T09:30:00Z,idm10804,ocds-xxxxxx-Z972761651
536,ZD2200A27F,IT-CF-00355870221,Comune di Trento,409.0,409.0,"Meano - Incarico per organizzazione ""Memorial G. Pasolli""",23-AFFIDAMENTO DIRETTO,2017-10-01T09:30:00Z,2017-10-01T09:30:00Z,idm10824,ocds-xxxxxx-ZD2200A27F
537,Z0D2AE5395,IT-CF-00355870221,Comune di Trento,409.8,409.8,ORGANIZZAZIONE TRASFERTE PER AMMINISTRATORI,23-AFFIDAMENTO DIRETTO,2019-11-25T09:30:00Z,2019-12-05T09:30:00Z,idm10844,ocds-xxxxxx-Z0D2AE5395
538,Z3BB2A7E7F,IT-CF-00355870221,Comune di Trento,409.84,409.84,"Trento, citta del Natale 2019. Concerto bandistico.",23-AFFIDAMENTO DIRETTO,2019-12-01T09:30:00Z,2019-12-01T09:30:00Z,idm10864,ocds-xxxxxx-Z3BB2A7E7F
539,Z7E29B538A,IT-CF-00355870221,Comune di Trento,409.84,409.84,"Gardolo - Incarico per ""Benvenuto civico""",23-AFFIDAMENTO DIRETTO,2019-09-13T09:30:00Z,2019-09-13T09:30:00Z,idm10878,ocds-xxxxxx-Z7E29B538A
540,Z29252B28D,IT-CF-00355870221,Comune di Trento,409.84,409.84,"Meano - Incarico per organizzazione ""Memorial Pasolli",23-AFFIDAMENTO DIRETTO,2018-10-07T09:30:00Z,2018-10-07T09:30:00Z,idm10898,ocds-xxxxxx-Z29252B28D
541,Z8821E1BD9,IT-CF-00355870221,Comune di Trento,409.84,409.84,"Meano - Incarico per organizzazione ""Torneo Giovani Speranze""",23-AFFIDAMENTO DIRETTO,2018-01-28T09:30:00Z,2018-02-10T09:30:00Z,idm10918,ocds-xxxxxx-Z8821E1BD9
542,Z5C29136C3,IT-CF-00355870221,Comune di Trento,409.84,409.84,"Meano - Incarico per organizzazione ""Animazione nei parchi""",23-AFFIDAMENTO DIRETTO,2019-07-05T09:30:00Z,2019-08-27T09:30:00Z,idm10938,ocds-xxxxxx-Z5C29136C3
543,ZD6220B8F6,IT-CF-00355870221,Comune di Trento,409.84,0.0,"Ravina/Romagnano - acquisto spazio informazione su periodico ""Eco Rio Gola""",23-AFFIDAMENTO DIRETTO,2018-02-01T09:30:00Z,2018-12-31T09:30:00Z,idm10958,ocds-xxxxxx-ZD6220B8F6
544,Z252B3955F,IT-CF-00355870221,Comune di Trento,409.9,409.9,"Gardolo - Incarico per organizzazione ""Natale con i burattini""",23-AFFIDAMENTO DIRETTO,2019-12-22T09:30:00Z,2019-12-22T09:30:00Z,idm10978,ocds-xxxxxx-Z252B3955F
545,IDM10998,IT-CF-00355870221,Comune di Trento,410.0,410.0,Fornitura 100 gilet ad alta visibilita personalizzati per Piedisicuri,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-04-19T09:30:00Z,2019-05-07T09:30:00Z,idm10998,ocds-xxxxxx-IDM10998
546,ZE32A89A98,IT-CF-00355870221,Comune di Trento,413.34,274.29,"Stampa materiale su forex e pvc ""Trento citta del Natale""",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-11-29T09:30:00Z,,idm11018,ocds-xxxxxx-ZE32A89A98
547,ZB126E2ADA,IT-CF-00355870221,Comune di Trento,415.0,415.0,"Meano - acquisto generi alimentari per ""Torneo Giovani Speranze""",23-AFFIDAMENTO DIRETTO,2019-02-03T09:30:00Z,2019-02-10T09:30:00Z,idm11043,ocds-xxxxxx-ZB126E2ADA
548,Z48285E402,IT-CF-00355870221,Comune di Trento,420.0,420.0,QUOTA ISCRIZIONE CORSO INTELLIGENZA LINGUISTICA,23-AFFIDAMENTO DIRETTO,2019-06-04T09:30:00Z,2019-11-20T09:30:00Z,idm11063,ocds-xxxxxx-Z48285E402
549,ZFA2AB144B,IT-CF-00355870221,Comune di Trento,420.0,420.0,ACQUISTO PUBBLICAZIONI PER OMAGGIO,23-AFFIDAMENTO DIRETTO,2019-11-18T09:30:00Z,2019-11-28T09:30:00Z,idm11083,ocds-xxxxxx-ZFA2AB144B
550,ZC92763C4E,IT-CF-00355870221,Comune di Trento,420.0,420.0,QUOTA ISCRIZIONE CORSO GESTIRE IL CAMBIAMENTO IN MODO EFFICACE,23-AFFIDAMENTO DIRETTO,2019-03-26T09:30:00Z,2019-10-29T09:30:00Z,idm11103,ocds-xxxxxx-ZC92763C4E
551,ZC0273E5C1,IT-CF-00355870221,Comune di Trento,420.0,420.0,"Vigili del fuoco volontari di Cadine - Rimozione, fornitura e posa in opera di insegna adesiva",23-AFFIDAMENTO DIRETTO,2019-02-25T09:30:00Z,2019-03-15T09:30:00Z,idm11123,ocds-xxxxxx-ZC0273E5C1
552,Z632B0E22F,IT-CF-00355870221,Comune di Trento,420.0,0.0,RINFRESCO PER EVENTO,23-AFFIDAMENTO DIRETTO,2019-12-12T09:30:00Z,2019-12-12T09:30:00Z,idm11143,ocds-xxxxxx-Z632B0E22F
553,Z772B496C9,IT-CF-00355870221,Comune di Trento,425.0,0.0,"Villazzano - fornitura di generi alimentari per iniziativa ""Auguri in piazzetta""",23-AFFIDAMENTO DIRETTO,2019-12-21T09:30:00Z,2019-12-21T09:30:00Z,idm11163,ocds-xxxxxx-Z772B496C9
554,Z692909396,IT-CF-00355870221,Comune di Trento,425.0,425.0,OSPITALITA' ZATTERIERI IN OCCASIONE PALIO DELL'OCA FESTE VIGILIANE 2019,23-AFFIDAMENTO DIRETTO,2019-06-21T09:30:00Z,2019-06-26T09:30:00Z,idm11183,ocds-xxxxxx-Z692909396
555,ZA42833ADE,IT-CF-00355870221,Comune di Trento,426.69,426.69,FORNITURA VINI PER OMAGGIO DI RAPPRESENTANZA,23-AFFIDAMENTO DIRETTO,2019-04-30T09:30:00Z,2019-12-31T09:30:00Z,idm11203,ocds-xxxxxx-ZA42833ADE
556,ZE62AB2F42,IT-CF-00355870221,Comune di Trento,427.16,427.16,"acquisto piante per allestimenti piazza Santa Maria Maggiore ""Trento citta del Natale""",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-12-20T09:30:00Z,,idm11223,ocds-xxxxxx-ZE62AB2F42
557,ZBE276A436,IT-CF-00355870221,Comune di Trento,428.22,428.22,"Circoscrizione S. Giuseppe S. Chiara - Incarico organizzazione incontri iniziativa ""Smartphone over 60""",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2019-03-15T09:30:00Z,2019-04-04T09:30:00Z,idm11242,ocds-xxxxxx-ZBE276A436
558,ZF52B0DC6F,IT-CF-00355870221,Comune di Trento,429.35,429.35,"Meano - Acquisto generi alimentari per ""Natale con gli anziani""",23-AFFIDAMENTO DIRETTO,2019-12-16T09:30:00Z,2019-12-16T09:30:00Z,idm11262,ocds-xxxxxx-ZF52B0DC6F
559,Z0B29187E1,IT-CF-00355870221,Comune di Trento,430.0,0.0,OSPITALITA' DELEGAZIONI STRANIERE,23-AFFIDAMENTO DIRETTO,2019-06-26T09:30:00Z,2019-06-26T09:30:00Z,idm11282,ocds-xxxxxx-Z0B29187E1
560,ZDF27435AF,IT-CF-00355870221,Comune di Trento,430.32,430.32,QUOTA ISCRIZIONE CORSO SUPEREROI FRAGILI,23-AFFIDAMENTO DIRETTO,2019-05-10T09:30:00Z,2019-05-11T09:30:00Z,idm11302,ocds-xxxxxx-ZDF27435AF
561,ZC52AFE334,IT-CF-00355870221,Comune di Trento,430.8,430.8,"Circ. Oltrefersina - spesa per acquisto alimenti ad iniziativa ""la Strozega""",23-AFFIDAMENTO DIRETTO,2019-01-01T09:30:00Z,2019-12-31T09:30:00Z,idm11322,ocds-xxxxxx-ZC52AFE334
562,Z61257AE87,IT-CF-00355870221,Comune di Trento,432.0,432.0,Progetto Giocosport 2018/2019 - Disciplina sportiva: Bocce,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-11-28T09:30:00Z,2019-05-24T09:30:00Z,idm11342,ocds-xxxxxx-Z61257AE87
563,Z072AECA90,IT-CF-00355870221,Comune di Trento,434.79,0.0,Circ. Gardolo - Acquisto piante fiorite per iniziative Animazione presso RSA e Pranzo della fraternita,23-AFFIDAMENTO DIRETTO,2019-12-12T09:30:00Z,2019-12-21T09:30:00Z,idm11362,ocds-xxxxxx-Z072AECA90
564,Z452752B74,IT-CF-00355870221,Comune di Trento,435.0,435.0,SERVIZIO LAVAGGIO COPERTE PER ELEZIONI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-03-01T09:30:00Z,2019-08-01T09:30:00Z,idm11391,ocds-xxxxxx-Z452752B74
565,ZD8291883A,IT-CF-00355870221,Comune di Trento,443.64,443.64,OSPITALITA' DELEGAZIONI STRANIERE IN OCCASIONE FESTE VIGILIANE EDIZIONE 2019 (25.06),23-AFFIDAMENTO DIRETTO,2019-06-24T09:30:00Z,2019-06-25T09:30:00Z,idm11417,ocds-xxxxxx-ZD8291883A
566,Z3E2AB98F8,IT-CF-00355870221,Comune di Trento,445.0,0.0,"Villazzano - fornitura generi di conforto per iniziativa ""Festa dei 18^ anni""",23-AFFIDAMENTO DIRETTO,2019-11-22T09:30:00Z,2019-11-22T09:30:00Z,idm11437,ocds-xxxxxx-Z3E2AB98F8
567,ZA82848853,IT-CF-00355870221,Comune di Trento,445.0,445.0,Reperibilita tecnico in caso di allarme Torre Civica,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-05-08T09:30:00Z,2019-05-13T09:30:00Z,idm11457,ocds-xxxxxx-ZA82848853
568,Z342635F89,IT-CF-00355870221,Comune di Trento,448.54,448.54,"Meano - Acquisto generi alimentari per ""Na tombola e do ciacere en compagnia""",23-AFFIDAMENTO DIRETTO,2018-12-14T09:30:00Z,2018-12-14T09:30:00Z,idm11477,ocds-xxxxxx-Z342635F89
569,ZEE2A9D072,IT-CF-00355870221,Comune di Trento,450.0,450.0,QUOTA ISCRIZIONE CORSO VERSO UNA CULTURA DEL BENESSERE ORGANIZZATIVO,23-AFFIDAMENTO DIRETTO,2019-11-19T09:30:00Z,2019-11-29T09:30:00Z,idm11497,ocds-xxxxxx-ZEE2A9D072
570,ZDB29EC48E,IT-CF-00355870221,Comune di Trento,450.0,450.0,SERVICE AUDIO PER EVENTO TRENTOINBICI - 22.09,23-AFFIDAMENTO DIRETTO,2019-09-20T09:30:00Z,2019-09-22T09:30:00Z,idm11517,ocds-xxxxxx-ZDB29EC48E
571,ZF528E691E,IT-CF-00355870221,Comune di Trento,450.0,450.0,QUOTA ISCRIZIONE CORSO HOPE DAY 2019,23-AFFIDAMENTO DIRETTO,2019-06-21T09:30:00Z,2019-06-22T09:30:00Z,idm11537,ocds-xxxxxx-ZF528E691E
572,ZD42AD4996,IT-CF-00355870221,Comune di Trento,450.0,0.0,"Villazzano - organizzazione concerto per l'iniziativa ""Giornata del volontariato sociale""",23-AFFIDAMENTO DIRETTO,2019-12-01T09:30:00Z,2019-12-01T09:30:00Z,idm11557,ocds-xxxxxx-ZD42AD4996
573,Z422A7E7E5,IT-CF-00355870221,Comune di Trento,454.55,454.55,"Tretno, citta del Natale 2019. Concerto bandisitico.",23-AFFIDAMENTO DIRETTO,2019-11-24T09:30:00Z,2019-11-24T09:30:00Z,idm11577,ocds-xxxxxx-Z422A7E7E5
574,ZC729B2B68,IT-CF-00355870221,Comune di Trento,460.0,460.0,servizio di stampa materiale promozionale iniziative presso Auditorium 28.09.2019 e Sociale 05 e 06.10.2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-07-02T09:30:00Z,2019-08-29T09:30:00Z,idm11591,ocds-xxxxxx-ZC729B2B68
575,Z9A28CDA20,IT-CF-00355870221,Comune di Trento,465.0,465.0,FORNITURA OLIO PER LAMPADE VOTIVE DUOMO,23-AFFIDAMENTO DIRETTO,2019-06-12T09:30:00Z,2019-06-27T09:30:00Z,idm11611,ocds-xxxxxx-Z9A28CDA20
576,Z922737F27,IT-CF-00355870221,Comune di Trento,468.0,468.0,INCARICO VERIFICA STRUTTURALE E CALCOLO CICLI DI VITA RESIDUA DI UN?AUTOGRU IDRAULICA MONTATA SU CARRELLO ELEVATORE,23-AFFIDAMENTO DIRETTO,2019-02-21T09:30:00Z,2019-03-11T09:30:00Z,idm11631,ocds-xxxxxx-Z922737F27
577,Z5B22CA653,IT-CF-00355870221,Comune di Trento,470.0,470.0,Caratterizzazione del sottosuolo di fondazione - ex mensa S.Chiara,23-AFFIDAMENTO DIRETTO,2018-03-15T09:30:00Z,2018-05-26T09:30:00Z,idm11651,ocds-xxxxxx-Z5B22CA653
578,Z222976646,IT-CF-00355870221,Comune di Trento,474.16,474.16,ACQUISTO MATERIALE DI CONSUMO ORIGINALE PER AFFRANCATRICE NEOPOST IJ 75,23-AFFIDAMENTO DIRETTO,2019-08-12T09:30:00Z,2019-10-08T09:30:00Z,idm11668,ocds-xxxxxx-Z222976646
579,Z382BAB92F,IT-CF-00355870221,Comune di Trento,475.8,475.8,Pubblicazione su Il Sole 24 Ore aggiudicazione fornitura nuovi mezzi Amministrazione comunale,23-AFFIDAMENTO DIRETTO,2020-01-27T09:30:00Z,2020-01-27T09:30:00Z,idm11688,ocds-xxxxxx-Z382BAB92F
580,Z0D29B7DA3,IT-CF-00355870221,Comune di Trento,476.07,476.07,"Gardolo - Acquisto generi alimentari per  ""Conosciamo lo sport""",23-AFFIDAMENTO DIRETTO,2019-09-16T09:30:00Z,2019-09-17T09:30:00Z,idm11711,ocds-xxxxxx-Z0D29B7DA3
581,Z1129B11E2,IT-CF-00355870221,Comune di Trento,480.0,480.0,AFFITTO SALA PER CONCERTO IN OCCASIONE 25? ANNIVERSARIO BELLA CIAO,23-AFFIDAMENTO DIRETTO,2019-09-10T09:30:00Z,2019-11-16T09:30:00Z,idm11731,ocds-xxxxxx-Z1129B11E2
582,Z5B286D56C,IT-CF-00355870221,Comune di Trento,480.0,480.0,RINFRESCO OFFERTO AGLI ALLIEVI CONSERVATORIO BONPORTI PER CONCERTO 2 GIUGNO,23-AFFIDAMENTO DIRETTO,2019-06-02T09:30:00Z,2019-06-02T09:30:00Z,idm11751,ocds-xxxxxx-Z5B286D56C
583,Z382774626,IT-CF-00355870221,Comune di Trento,480.0,480.0,Realizzazione e montaggio c/o Ostello banner per Palazzi Aperti 2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-03-13T09:30:00Z,2019-06-30T09:30:00Z,idm11771,ocds-xxxxxx-Z382774626
584,Z5329B1206,IT-CF-00355870221,Comune di Trento,480.0,480.0,AFFITTO SALA FILARMONICA PER EVENTO,23-AFFIDAMENTO DIRETTO,2019-09-10T09:30:00Z,2019-10-05T09:30:00Z,idm11791,ocds-xxxxxx-Z5329B1206
585,ZC52AEB247,IT-CF-00355870221,Comune di Trento,484.34,484.34,Pubblicazione su Il Corriere del Trentino aggiudicazione gestione e manutenzione sistemi di apertura automatici,23-AFFIDAMENTO DIRETTO,2019-12-19T09:30:00Z,2019-12-19T09:30:00Z,idm11811,ocds-xxxxxx-ZC52AEB247
586,Z522B24474,IT-CF-00355870221,Comune di Trento,490.0,490.0,noleggio schermo proiezione per la mostra ?Il Teatro Sociale in due secoli di storia?,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2020-01-16T09:30:00Z,2020-02-03T09:30:00Z,idm11834,ocds-xxxxxx-Z522B24474
587,ZE427AFD7B,IT-CF-00355870221,Comune di Trento,491.8,491.8,"Gardolo - Organizzazione ""Incontri di avvicinamento al gioco delle bocce""",23-AFFIDAMENTO DIRETTO,2019-03-26T09:30:00Z,2019-09-17T09:30:00Z,idm11854,ocds-xxxxxx-ZE427AFD7B
588,Z09281688C,IT-CF-00355870221,Comune di Trento,492.0,492.0,FORNITURA N. 12 FASCE BICOLORI GIALLO-CELESTE PER PRESIDENTI DI CIRCOSCRIZIONE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-04-17T09:30:00Z,2019-05-03T09:30:00Z,idm11874,ocds-xxxxxx-Z09281688C
589,Z0A2657E2E,IT-CF-00355870221,Comune di Trento,499.82,499.82,RINFRESCO OFFERTO IN OCCASIONE SCAMBIO AUGURI ANZIANI (20.12) E STAMPA (27.12),23-AFFIDAMENTO DIRETTO,2018-12-17T09:30:00Z,2018-12-17T09:30:00Z,idm11897,ocds-xxxxxx-Z0A2657E2E
590,Z7729822E2,IT-CF-00355870221,Comune di Trento,500.0,500.0,"incarico per iniziativa circoscrizionale ""mostra passato e presente""",23-AFFIDAMENTO DIRETTO,2019-08-25T09:30:00Z,2019-09-02T09:30:00Z,idm11917,ocds-xxxxxx-Z7729822E2
591,ZD629AEDC2,IT-CF-00355870221,Comune di Trento,500.0,500.0,"Circoscrizione S. Giuseppe S. Chiara: Incarico spettacolo di animazione per bambini ""Baby disco show""",23-AFFIDAMENTO DIRETTO,2019-09-14T09:30:00Z,2019-09-14T09:30:00Z,idm11937,ocds-xxxxxx-ZD629AEDC2
592,Z5F2C261D9,IT-CF-00355870221,Comune di Trento,500.0,0.0,Safety e security Parole Ostili Trento Smart City,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2020-02-10T09:30:00Z,2020-03-31T09:30:00Z,idm11957,ocds-xxxxxx-Z5F2C261D9
593,Z0A2861DD0,IT-CF-00355870221,Comune di Trento,500.0,500.0,fornitura generi di conforto per festa di gemellaggio,23-AFFIDAMENTO DIRETTO,2019-05-17T09:30:00Z,2019-05-17T09:30:00Z,idm11980,ocds-xxxxxx-Z0A2861DD0
594,ZDC27FAC66,IT-CF-00355870221,Comune di Trento,500.0,500.0,ACCOMPAGNAMENTO MUSICALE IN OCCASIONE FESTA DEL CORPO POLIZIA MUNICIPALE - 17.04.2019,23-AFFIDAMENTO DIRETTO,2019-04-10T09:30:00Z,2019-04-17T09:30:00Z,idm12000,ocds-xxxxxx-ZDC27FAC66
595,Z1328F1784,IT-CF-00355870221,Comune di Trento,500.0,500.0,VIGILIANE 2019 - TRASMISSIONE TRIBUNALE DI PENITENZA E TONCA,23-AFFIDAMENTO DIRETTO,2019-06-21T09:30:00Z,2019-06-26T09:30:00Z,idm12020,ocds-xxxxxx-Z1328F1784
596,ZC32AD6F2A,IT-CF-00355870221,Comune di Trento,500.0,0.0,"Villazzano - fornitura genri di conforto per l'iniziativa ""Perche non si ripeta piu""",23-AFFIDAMENTO DIRETTO,2019-12-10T09:30:00Z,2019-12-10T09:30:00Z,idm12040,ocds-xxxxxx-ZC32AD6F2A
597,Z1B2AD09FF,IT-CF-00355870221,Comune di Trento,500.0,201.23,"Circoscrizione S. Giuseppe S. Chiara: Acquisto generi di conforto per iniziativa ""Rassegna di teatro per bambini""",23-AFFIDAMENTO DIRETTO,2019-11-30T09:30:00Z,2019-12-14T09:30:00Z,idm12060,ocds-xxxxxx-Z1B2AD09FF
